"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",26,"Personal Travel","Eco",621,"4","5","4","2","1","4","1","1","5","5","4","5","5","1",31,35,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",229,"2","3","2","3","2","2","2","2","1","4","3","4","3","2",37,37,"neutral or dissatisfied"
"Female","disloyal Customer",39,"Business travel","Eco",373,"1","4","2","5","1","2","3","1","4","4","2","2","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Business",3218,"2","2","2","2","2","5","4","5","5","5","4","4","5","5",6,1,"satisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",404,"1","5","1","3","1","1","4","1","4","2","5","5","4","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",50,"Business travel","Eco",419,"4","3","4","3","3","4","3","3","3","2","4","1","4","3",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",883,"5","5","5","5","5","5","5","5","5","5","5","4","5","5",22,23,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",600,"2","3","2","3","2","2","2","2","4","4","2","5","2","2",9,5,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",631,"1","1","3","1","5","4","5","4","4","5","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",33,"Business travel","Eco",384,"4","5","5","5","4","4","4","4","3","1","1","1","4","4",0,6,"satisfied"
"Female","Loyal Customer",60,"Business travel","Business",2253,"2","2","2","2","3","3","4","4","4","4","4","4","4","4",1,0,"satisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",735,"4","2","4","3","2","4","2","2","4","3","4","4","3","2",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Eco",547,"3","4","1","4","3","3","3","3","2","1","3","1","4","3",10,0,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",1246,"2","2","2","1","2","3","3","5","2","5","4","3","2","3",6,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",3179,"4","4","4","4","3","5","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",63,"Personal Travel","Eco",1042,"1","4","1","3","3","5","5","1","1","1","1","3","1","5",6,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",2187,"5","5","5","5","3","4","4","4","4","4","4","4","4","4",17,6,"satisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",1562,"1","1","1","3","3","1","3","3","1","2","2","4","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Eco Plus",450,"4","4","4","4","4","4","4","4","5","2","2","2","1","4",13,8,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",2139,"3","3","3","3","4","4","4","4","4","2","5","5","4","4",4,27,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",377,"3","3","3","3","5","2","2","4","4","5","4","1","4","4",34,32,"satisfied"
"Female","Loyal Customer",24,"Business travel","Business",2647,"2","2","2","2","5","5","5","5","4","4","4","1","1","5",15,3,"satisfied"
"Male","Loyal Customer",47,"Business travel","Business",606,"1","1","1","1","4","5","5","4","4","4","4","3","4","3",4,3,"satisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",2342,"3","5","3","2","3","4","4","5","5","3","1","3","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Personal Travel","Eco",456,"1","2","1","4","1","1","1","1","2","4","3","2","4","1",3,6,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Business travel","Business",2062,"1","0","0","3","2","0","5","2","2","2","2","1","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Personal Travel","Eco",862,"1","5","1","1","4","1","1","4","4","3","4","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Business travel","Eco",376,"4","3","3","3","4","4","4","4","1","4","4","1","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",3315,"2","2","2","2","3","4","3","3","4","4","4","3","4","3",9,9,"satisfied"
"Female","disloyal Customer",22,"Business travel","Eco",534,"2","2","2","3","1","2","1","1","4","4","4","3","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Personal Travel","Eco Plus",1846,"3","0","3","2","2","3","2","2","5","3","3","4","5","2",25,27,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",545,"4","4","4","4","2","4","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",3846,"4","2","2","2","1","4","4","4","4","4","4","4","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",3736,"2","2","2","2","2","5","4","2","2","2","2","3","2","5",0,0,"satisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco",1012,"2","1","2","4","1","2","1","1","4","3","4","1","4","1",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business travel","Business",621,"5","1","2","2","5","4","5","5","2","3","3","2","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",1205,"2","3","2","2","1","2","1","1","4","1","4","1","2","1",0,1,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",804,"4","4","1","4","2","5","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Eco",238,"4","3","3","3","4","4","4","4","3","2","3","5","2","4",0,0,"satisfied"
"Male","Loyal Customer",35,"Business travel","Eco",112,"4","2","4","4","4","4","4","4","2","2","4","2","3","4",0,2,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",2350,"2","2","2","2","4","4","4","2","2","2","2","3","2","3",0,0,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",436,"3","3","3","3","4","4","5","4","4","4","4","3","4","3",68,72,"satisfied"
"Male","Loyal Customer",31,"Business travel","Eco Plus",1107,"5","4","4","4","5","5","5","5","2","4","4","1","2","5",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",1544,"5","5","5","5","5","4","5","4","4","4","4","4","4","5",36,19,"satisfied"
"Male","Loyal Customer",35,"Business travel","Eco Plus",1042,"1","1","1","1","1","1","1","1","1","2","2","3","3","1",67,47,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",1009,"3","3","3","3","5","4","5","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","disloyal Customer",18,"Business travel","Eco",143,"2","3","2","4","1","2","1","1","4","4","5","1","5","1",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",297,"2","4","2","5","5","2","5","5","4","4","4","5","5","5",68,64,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",563,"4","4","4","4","2","4","5","4","4","4","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco Plus",1598,"3","4","3","2","5","3","5","5","3","3","3","4","5","5",72,63,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Eco Plus",370,"4","5","3","3","4","4","4","4","4","1","3","2","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",1069,"4","5","4","1","4","4","4","4","5","3","5","5","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",61,"Business travel","Business",3114,"3","3","3","3","4","5","5","3","3","4","3","5","3","4",66,67,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",2257,"2","2","2","2","5","5","5","5","5","5","5","5","5","5",6,3,"satisfied"
"Male","Loyal Customer",61,"Business travel","Business",3992,"3","3","3","3","2","4","3","3","3","3","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Personal Travel","Eco",669,"2","2","2","2","4","2","2","4","2","5","2","1","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",689,"5","5","5","5","5","4","4","2","2","2","2","4","2","4",15,10,"satisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",419,"2","5","5","4","5","5","5","5","5","1","4","1","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco",337,"2","5","2","4","2","4","4","4","5","4","4","4","5","4",236,255,"neutral or dissatisfied"
"Female","disloyal Customer",47,"Business travel","Eco",447,"1","5","1","4","2","1","2","2","4","5","4","3","5","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Personal Travel","Eco",1034,"4","5","4","4","4","4","4","4","4","4","4","5","4","4",0,25,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Personal Travel","Eco",912,"2","4","2","3","2","2","3","2","3","2","4","3","4","2",0,3,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco Plus",447,"3","4","3","1","5","5","4","2","2","3","2","5","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",2015,"2","4","4","4","4","4","4","3","3","3","2","1","3","2",38,45,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",1945,"5","5","4","5","4","4","4","4","3","5","4","4","5","4",6,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Eco Plus",1215,"4","3","3","3","4","4","4","4","1","3","3","3","5","4",1,0,"satisfied"
"Female","disloyal Customer",20,"Business travel","Eco",1024,"4","4","4","1","4","4","4","4","1","2","5","4","3","4",25,33,"satisfied"
"Female","disloyal Customer",25,"Business travel","Business",603,"4","4","5","4","5","5","5","5","3","4","5","5","5","5",0,0,"satisfied"
"Female","disloyal Customer",20,"Business travel","Business",299,"4","3","4","3","3","4","4","3","5","5","5","5","5","3",0,5,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",156,"4","0","4","3","5","4","5","5","4","5","4","3","4","5",22,27,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",3447,"2","1","1","1","3","3","4","2","2","2","2","3","2","1",30,33,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",362,"3","5","3","1","1","3","1","1","3","3","4","4","4","1",25,55,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Personal Travel","Eco Plus",321,"2","4","2","2","5","3","4","5","5","2","5","1","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Eco",1074,"2","4","3","4","2","2","2","2","2","1","4","2","2","2",0,0,"satisfied"
"Female","Loyal Customer",59,"Business travel","Eco",926,"4","2","2","2","2","3","4","5","5","4","5","4","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",10,"Personal Travel","Eco",255,"4","0","4","1","5","4","5","5","3","3","5","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",733,"3","3","3","3","5","5","4","2","2","2","2","4","2","4",122,114,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",1947,"1","1","1","1","5","3","5","4","4","5","4","3","4","5",1,3,"satisfied"
"Female","Loyal Customer",51,"Business travel","Eco",655,"2","5","5","5","5","3","3","2","2","2","2","4","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",3307,"5","5","5","5","5","4","5","4","4","4","4","3","4","3",95,95,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",612,"1","1","1","1","2","4","5","5","5","5","5","3","5","4",2,0,"satisfied"
"Female","Loyal Customer",15,"Personal Travel","Business",1024,"1","5","1","5","1","1","1","1","3","5","5","4","4","1",30,33,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Business",868,"1","1","2","1","4","5","5","4","4","4","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",605,"2","4","2","1","2","2","3","2","3","4","5","3","5","2",3,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",109,"5","0","5","2","5","5","2","5","3","2","1","4","2","5",69,69,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",2366,"4","4","4","4","3","4","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",838,"1","1","1","1","3","4","4","4","4","4","4","3","4","4",21,17,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",444,"4","3","4","4","1","4","1","1","4","5","3","4","4","1",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Business",299,"4","3","3","3","4","4","4","4","3","1","3","4","3","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Eco",1462,"1","1","1","1","3","1","3","3","1","5","1","3","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Personal Travel","Business",999,"2","4","2","3","3","2","3","3","3","2","5","4","4","3",5,11,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",102,"1","1","1","1","5","4","5","4","4","4","4","3","4","3",101,98,"satisfied"
"Female","Loyal Customer",28,"Business travel","Business",2465,"1","1","1","1","4","4","4","4","4","4","5","2","1","4",0,0,"satisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",184,"3","3","3","3","5","3","4","5","3","2","3","2","2","5",5,13,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",622,"1","1","1","1","4","4","3","4","4","4","4","2","4","5",0,0,"satisfied"
"Female","disloyal Customer",15,"Business travel","Business",1096,"5","2","5","1","5","2","5","5","3","2","4","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",944,"5","5","5","5","4","4","4","1","1","5","5","4","3","4",221,206,"satisfied"
"Male","Loyal Customer",49,"Personal Travel","Eco",337,"2","4","5","3","3","5","3","3","5","5","5","5","4","3",44,34,"neutral or dissatisfied"
"Female","disloyal Customer",59,"Personal Travel","Eco",1400,"2","5","2","3","5","2","1","5","5","2","4","4","4","5",31,2,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",3199,"4","4","4","4","5","4","4","4","4","4","4","4","4","4",13,5,"satisfied"
"Female","disloyal Customer",27,"Business travel","Eco",1496,"2","2","2","4","1","2","1","1","3","3","4","3","4","1",74,82,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Eco",301,"4","4","4","4","5","5","5","5","4","1","5","3","5","5",3,0,"satisfied"
"Male","disloyal Customer",36,"Business travel","Business",337,"1","1","1","1","1","1","5","5","4","5","5","5","4","5",170,159,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",438,"2","5","2","4","5","5","4","5","5","2","5","5","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",895,"1","1","1","1","3","5","5","5","5","4","5","4","5","5",0,2,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",2718,"1","1","3","1","3","4","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",30,"Business travel","Eco",164,"3","3","3","3","3","4","3","3","1","5","3","3","1","3",0,0,"satisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",409,"1","5","1","5","4","1","1","4","3","2","4","1","4","4",0,20,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Business",3961,"4","4","4","4","4","5","4","5","5","5","5","4","5","3",33,38,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",3486,"1","1","1","1","1","1","1","1","3","5","4","1","3","1",41,46,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Business",420,"5","2","2","2","5","4","5","5","2","3","3","1","4","5",96,108,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco",862,"2","4","2","3","4","4","5","5","5","2","5","3","5","5",1,0,"neutral or dissatisfied"
"Male","disloyal Customer",52,"Business travel","Business",667,"3","3","3","2","4","3","4","4","4","3","5","5","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Business travel","Business",3771,"5","5","5","5","3","3","3","3","3","1","1","3","3","3",0,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",1017,"1","4","4","4","3","3","3","1","1","1","1","3","1","1",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",2556,"3","3","3","3","5","4","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",1147,"4","4","4","4","5","4","5","5","5","5","4","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",58,"Personal Travel","Eco",534,"3","4","3","2","4","5","4","2","2","3","2","4","2","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",283,"2","2","3","2","4","4","5","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",43,"Personal Travel","Eco",967,"2","5","2","3","4","5","5","3","3","2","5","4","3","3",24,42,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",862,"3","4","4","3","4","4","4","4","1","5","3","3","3","4",1,33,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Personal Travel","Eco",862,"2","3","2","3","2","2","3","2","2","2","3","1","2","2",65,49,"neutral or dissatisfied"
"Female","disloyal Customer",18,"Business travel","Eco",543,"1","3","1","4","2","1","2","2","4","5","4","1","3","2",29,33,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Eco Plus",399,"0","0","0","4","4","0","4","4","3","2","2","1","4","4",11,4,"satisfied"
"Male","Loyal Customer",46,"Business travel","Eco Plus",495,"4","5","3","5","3","4","3","3","4","2","5","3","3","3",9,16,"satisfied"
